Timestampe, Temperatura, Umiditate, Nivel UV, Toluen, Acetona, Amoniac, Alcool, Hidrogen, Dioxid de Carbon
2000.37,30.7,48.8,2,99.41,112.48,79.54,487.75,60.84,577.81
2000.95,30.7,48.8,2,96.08,110.75,76.95,479.72,57.51,568.28
2001.52,30.7,48.8,2,102.7,114.18,82.1,495.68,64.12,587.24
2002.1,30.7,48.8,2,96.08,110.75,76.95,479.72,57.51,568.28
2002.68,30.7,48.8,2,99.41,112.48,79.54,487.75,60.84,577.81
2003.25,30.7,48.8,2,99.41,112.48,79.54,487.75,60.84,577.81
2003.82,30.7,48.8,2,102.7,114.18,82.1,495.68,64.12,587.24
2004.4,30.7,48.8,2,99.41,112.48,79.54,487.75,60.84,577.81
2004.98,30.7,48.8,2,99.41,112.48,79.54,487.75,60.84,577.81
2005.55,30.7,48.8,2,99.41,112.48,79.54,487.75,60.84,577.81
2006.13,30.7,48.9,2,102.7,114.18,82.1,495.68,64.12,587.24
2006.71,30.7,48.9,2,99.41,112.48,79.54,487.75,60.84,577.81
2007.28,30.7,48.9,2,99.41,112.48,79.54,487.75,60.84,577.81
2007.86,30.7,48.9,2,99.41,112.48,79.54,487.75,60.84,577.81
2008.43,30.6,48.9,2,102.7,114.18,82.1,495.68,64.12,587.24
2009.01,30.6,48.9,2,99.41,112.48,79.54,487.75,60.84,577.81
2009.59,30.6,48.9,2,99.41,112.48,79.54,487.75,60.84,577.81
2010.16,30.6,48.9,2,99.41,112.48,79.54,487.75,60.84,577.81
2010.73,30.6,48.8,2,102.7,114.18,82.1,495.68,64.12,587.24
2011.31,30.6,48.8,2,99.41,112.48,79.54,487.75,60.84,577.81
2011.89,30.6,48.8,2,99.41,112.48,79.54,487.75,60.84,577.81
2012.46,30.6,48.8,2,99.41,112.48,79.54,487.75,60.84,577.81
2013.04,30.6,48.9,2,102.7,114.18,82.1,495.68,64.12,587.24
2013.62,30.6,48.9,2,99.41,112.48,79.54,487.75,60.84,577.81
2014.19,30.6,48.9,2,99.41,112.48,79.54,487.75,60.84,577.81
2014.77,30.6,48.9,2,99.41,112.48,79.54,487.75,60.84,577.81
2015.34,30.6,48.9,2,102.7,114.18,82.1,495.68,64.12,587.24
2015.92,30.6,48.9,2,102.7,114.18,82.1,495.68,64.12,587.24
2016.5,30.6,48.9,2,102.7,114.18,82.1,495.68,64.12,587.24
2017.07,30.6,48.9,2,99.41,112.48,79.54,487.75,60.84,577.81
2017.65,30.6,49,2,105.94,115.86,84.62,503.52,67.37,596.56
2018.23,30.6,49,2,99.41,112.48,79.54,487.75,60.84,577.81
2018.8,30.6,49,2,99.41,112.48,79.54,487.75,60.84,577.81
2019.38,30.6,49,2,99.41,112.48,79.54,487.75,60.84,577.81
2019.95,30.6,49,2,102.7,114.18,82.1,495.68,64.12,587.24
2020.53,30.6,49,2,102.7,114.18,82.1,495.68,64.12,587.24
2021.11,30.6,49,2,102.7,114.18,82.1,495.68,64.12,587.24
2021.68,30.6,49,2,102.7,114.18,82.1,495.68,64.12,587.24
2022.26,30.6,49,2,105.94,115.86,84.62,503.52,67.37,596.56
2022.84,30.6,49,2,99.41,112.48,79.54,487.75,60.84,577.81
2023.41,30.6,49,2,99.41,112.48,79.54,487.75,60.84,577.81
2023.99,30.6,49,2,102.7,114.18,82.1,495.68,64.12,587.24
2024.56,30.6,48.9,2,112.33,119.17,89.59,518.94,73.76,614.89
2025.14,30.6,48.9,2,102.7,114.18,82.1,495.68,64.12,587.24
2025.72,30.6,48.9,2,102.7,114.18,82.1,495.68,64.12,587.24
2026.3,30.6,48.9,2,102.7,114.18,82.1,495.68,64.12,587.24
2026.87,30.6,48.9,2,105.94,115.86,84.62,503.52,67.37,596.56
2027.45,30.6,48.9,2,102.7,114.18,82.1,495.68,64.12,587.24
2028.03,30.6,48.9,2,99.41,112.48,79.54,487.75,60.84,577.81
2028.6,30.6,48.9,2,99.41,112.48,79.54,487.75,60.84,577.81
2029.18,30.6,48.8,2,102.7,114.18,82.1,495.68,64.12,587.24
2029.76,30.6,48.8,2,102.7,114.18,82.1,495.68,64.12,587.24
2030.33,30.6,48.8,2,102.7,114.18,82.1,495.68,64.12,587.24
2030.91,30.6,48.8,2,102.7,114.18,82.1,495.68,64.12,587.24
2031.48,30.6,48.8,2,105.94,115.86,84.62,503.52,67.37,596.56
2032.06,30.6,48.8,2,102.7,114.18,82.1,495.68,64.12,587.24
2032.64,30.6,48.8,2,99.41,112.48,79.54,487.75,60.84,577.81
2033.21,30.6,48.8,2,99.41,112.48,79.54,487.75,60.84,577.81
2033.79,30.6,48.9,2,105.94,115.86,84.62,503.52,67.37,596.56
2034.37,30.6,48.9,2,99.41,112.48,79.54,487.75,60.84,577.81
2034.94,30.6,48.9,2,102.7,114.18,82.1,495.68,64.12,587.24
2035.52,30.6,48.9,2,102.7,114.18,82.1,495.68,64.12,587.24
2036.09,30.6,48.9,2,115.47,120.79,92.03,526.52,76.9,623.89
2036.67,30.6,48.9,2,102.7,114.18,82.1,495.68,64.12,587.24
2037.25,30.6,48.9,2,99.41,112.48,79.54,487.75,60.84,577.81
2037.82,30.6,48.9,2,99.41,112.48,79.54,487.75,60.84,577.81
2038.4,30.6,48.8,2,102.7,114.18,82.1,495.68,64.12,587.24
2038.98,30.6,48.8,2,99.41,112.48,79.54,487.75,60.84,577.81
2039.55,30.6,48.8,2,102.7,114.18,82.1,495.68,64.12,587.24
2040.13,30.6,48.8,2,102.7,114.18,82.1,495.68,64.12,587.24
2040.7,30.6,48.7,2,102.7,114.18,82.1,495.68,64.12,587.24
2041.28,30.6,48.7,2,102.7,114.18,82.1,495.68,64.12,587.24
2041.86,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2042.43,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2043.01,30.6,48.7,2,102.7,114.18,82.1,495.68,64.12,587.24
2043.59,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2044.16,30.6,48.7,2,102.7,114.18,82.1,495.68,64.12,587.24
2044.74,30.6,48.7,2,102.7,114.18,82.1,495.68,64.12,587.24
2045.32,30.6,48.7,2,105.94,115.86,84.62,503.52,67.37,596.56
2045.89,30.6,48.7,2,102.7,114.18,82.1,495.68,64.12,587.24
2046.47,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2025,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2030,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2035,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2040,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2045,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2050,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2055,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2060,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2065,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2070,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2075,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2080,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2085,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2090,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2095,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2100,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2105,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2110,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2115,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2120,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2125,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2130,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2135,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2140,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2145,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2150,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2155,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2160,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2165,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2170,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2175,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2180,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2185,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2190,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2195,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2200,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2205,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2210,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2215,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2220,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2225,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2230,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2235,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2240,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2245,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2250,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2255,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2260,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2265,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2270,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2275,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2280,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2285,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2290,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2295,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2300,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2305,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2310,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2315,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2320,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2325,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2330,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2335,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2340,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2345,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2350,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2355,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2360,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2365,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2370,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2375,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2380,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2385,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2390,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2395,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2400,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2405,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2410,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2415,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2420,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2425,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2430,30.6,48.7,2,99.41,112.48,79.54,487.75,60.84,577.81
2431.63,30.5,48.6,2,89.32,107.25,71.69,463.39,50.75,548.86
2432.2,30.5,48.6,2,92.72,109.01,74.34,471.6,54.15,558.63
2432.78,30.5,48.6,2,89.32,107.25,71.69,463.39,50.75,548.86
2433.36,30.5,48.6,2,92.72,109.01,74.34,471.6,54.15,558.63
2433.93,30.5,48.6,2,92.72,109.01,74.34,471.6,54.15,558.63
2434.51,30.5,48.6,2,96.08,110.75,76.95,479.72,57.51,568.28
2435.08,30.5,48.6,2,92.72,109.01,74.34,471.6,54.15,558.63
2435.66,30.5,48.6,2,89.32,107.25,71.69,463.39,50.75,548.86
2436.23,30.5,48.6,2,89.32,107.25,71.69,463.39,50.75,548.86
2436.81,30.5,48.6,2,96.08,110.75,76.95,479.72,57.51,568.28
2437.39,30.5,48.6,2,92.72,109.01,74.34,471.6,54.15,558.63
2437.96,30.5,48.6,2,450.16,294.08,352.35,1334.4,411.59,1584.08
2438.54,30.5,48.6,2,502.77,321.32,393.27,1461.38,464.2,1735.01
2439.12,30.5,48.6,2,493.33,316.43,385.93,1438.6,454.76,1707.93
2439.71,30.5,48.6,2,491.76,315.62,384.7,1434.8,453.19,1703.41
2440.29,30.5,48.6,2,490.16,314.79,383.46,1430.94,451.59,1698.82
2440.87,30.5,48.6,2,486.19,312.73,380.37,1421.36,447.62,1687.44
2441.45,30.5,48.7,2,481.34,310.22,376.6,1409.64,442.77,1673.51
2442.03,30.5,48.7,2,484.49,311.85,379.05,1417.25,445.92,1682.55
2442.61,30.5,48.7,2,485.85,312.56,380.11,1420.55,447.28,1686.47
2443.19,30.5,48.7,2,485.17,312.21,379.58,1418.9,446.6,1684.52
2443.77,30.5,48.8,2,483.45,311.31,378.24,1414.74,444.88,1679.57
2444.36,30.5,48.8,2,482.4,310.77,377.42,1412.21,443.83,1676.56
2444.94,30.5,48.8,2,482.75,310.95,377.7,1413.05,444.18,1677.56
2445.52,30.5,48.8,2,484.83,312.03,379.31,1418.08,446.26,1683.53
2446.1,30.5,48.9,2,486.87,313.08,380.9,1422.99,448.3,1689.37
2446.68,30.5,48.9,2,488.86,314.11,382.44,1427.79,450.29,1695.08
2447.26,30.5,48.9,2,489.84,314.62,383.21,1430.15,451.26,1697.89
2447.84,30.5,48.9,2,490.8,315.12,383.96,1432.49,452.23,1700.67
2448.42,30.5,49,2,491.12,315.29,384.21,1433.26,452.55,1701.59
2449.01,30.5,49,2,491.12,315.29,384.21,1433.26,452.55,1701.59
2449.59,30.5,49,2,490.8,315.12,383.96,1432.49,452.23,1700.67
2450.17,30.5,49,2,490.8,315.12,383.96,1432.49,452.23,1700.67
2450.75,30.5,49.2,2,490.48,314.95,383.71,1431.72,451.91,1699.74
2451.33,30.5,49.2,2,490.16,314.79,383.46,1430.94,451.59,1698.82
2451.91,30.5,49.2,2,489.84,314.62,383.21,1430.15,451.26,1697.89
2452.5,30.5,49.2,2,489.84,314.62,383.21,1430.15,451.26,1697.89
2453.07,30.5,49.3,2,489.18,314.28,382.7,1428.58,450.61,1696.02
2453.66,30.5,49.3,2,488.86,314.11,382.44,1427.79,450.29,1695.08
2454.24,30.5,49.3,2,488.2,313.77,381.93,1426.2,449.63,1693.19
2454.82,30.5,49.3,2,487.87,313.6,381.67,1425.4,449.3,1692.24
2455.4,30.5,49.3,2,486.19,312.73,380.37,1421.36,447.62,1687.44
2455.99,30.5,49.3,2,482.75,310.95,377.7,1413.05,444.18,1677.56
2456.57,30.5,49.3,2,476.96,307.95,373.19,1399.08,438.39,1660.96
2457.15,30.5,49.3,2,469.2,303.93,367.15,1380.34,430.63,1638.69
2457.73,30.5,49.3,2,461.65,300.03,361.28,1362.12,423.08,1617.03
2458.31,30.5,49.3,2,457.2,297.72,357.83,1351.39,418.63,1604.28
2458.89,30.5,49.3,2,453.98,296.05,355.32,1343.6,415.41,1595.01
2459.47,30.5,49.3,2,451.13,294.58,353.1,1336.73,412.56,1586.85
2460.05,30.5,49.5,2,450.65,294.33,352.73,1335.56,412.08,1585.47
2460.64,30.5,49.5,1,453.51,295.81,354.95,1342.47,414.94,1593.67
2461.22,30.5,49.5,1,450.65,294.33,352.73,1335.56,412.08,1585.47
2461.8,30.5,49.5,1,446.71,292.29,349.67,1326.07,408.14,1574.18
2462.38,30.5,49.8,1,447.21,292.55,350.06,1327.28,408.64,1575.61
2462.96,30.5,49.8,1,453.51,295.81,354.95,1342.47,414.94,1593.67
2463.54,30.5,49.8,1,455.83,297.01,356.76,1348.08,417.26,1600.34
2464.12,30.5,49.8,1,456.29,297.25,357.12,1349.19,417.72,1601.66
2464.7,30.5,49.8,1,456.29,297.25,357.12,1349.19,417.72,1601.66
2465.29,30.5,49.8,1,454.44,296.29,355.68,1344.73,415.87,1596.36
2465.87,30.5,49.8,1,450.65,294.33,352.73,1335.56,412.08,1585.47
2466.45,30.5,49.8,1,447.21,292.55,350.06,1327.28,408.64,1575.61
2467.03,30.5,49.5,1,444.18,290.98,347.7,1319.96,405.61,1566.92
2467.61,30.5,49.5,1,442.64,290.18,346.49,1316.23,404.06,1562.48
2468.19,30.5,49.5,1,443.67,290.72,347.3,1318.72,405.1,1565.45
2468.77,30.5,49.5,1,446.21,292.03,349.28,1324.86,407.64,1572.74
2469.35,30.6,49.3,1,449.19,293.57,351.59,1332.04,410.62,1581.28
2469.94,30.6,49.3,1,452.09,295.07,353.85,1339.04,413.52,1589.59
2470.52,30.6,49.3,1,454.91,296.54,356.04,1345.85,416.34,1597.69
2471.1,30.6,49.3,1,456.75,297.49,357.47,1350.29,418.18,1602.97
2471.68,30.5,49.1,1,457.66,297.96,358.18,1352.49,419.09,1605.58
2472.26,30.5,49.1,1,459.01,298.66,359.23,1355.74,420.43,1609.44
2472.84,30.5,49.1,1,459.9,299.12,359.92,1357.89,421.32,1611.99
2473.42,30.5,49.1,1,460.34,299.35,360.26,1358.95,421.77,1613.26
2474,30.5,48.9,1,460.34,299.35,360.26,1358.95,421.77,1613.26
2474.59,30.5,48.9,1,459.45,298.89,359.57,1356.81,420.88,1610.72
2475.17,30.5,48.9,1,458.56,298.43,358.88,1354.66,419.99,1608.16
2475.75,30.5,48.9,1,457.66,297.96,358.18,1352.49,419.09,1605.58
2476.33,30.5,48.9,1,456.29,297.25,357.12,1349.19,417.72,1601.66
2476.91,30.5,48.9,1,455.83,297.01,356.76,1348.08,417.26,1600.34
2477.49,30.5,48.9,1,454.91,296.54,356.04,1345.85,416.34,1597.69
2478.07,30.5,48.9,1,454.91,296.54,356.04,1345.85,416.34,1597.69
2478.65,30.6,48.8,1,454.91,296.54,356.04,1345.85,416.34,1597.69
2479.24,30.6,48.8,1,454.91,296.54,356.04,1345.85,416.34,1597.69
2479.82,30.6,48.8,1,454.91,296.54,356.04,1345.85,416.34,1597.69
2480.4,30.6,48.8,1,454.44,296.29,355.68,1344.73,415.87,1596.36
2480.98,30.6,48.7,1,454.44,296.29,355.68,1344.73,415.87,1596.36
2481.56,30.6,48.7,1,453.51,295.81,354.95,1342.47,414.94,1593.67
2482.14,30.6,48.7,1,453.04,295.57,354.58,1341.33,414.46,1592.32
2482.72,30.6,48.7,1,452.09,295.07,353.85,1339.04,413.52,1589.59
2483.3,30.5,48.6,1,452.09,295.07,353.85,1339.04,413.52,1589.59
2483.89,30.5,48.6,1,451.61,294.83,353.47,1337.89,413.04,1588.22
2484.47,30.5,48.6,1,449.68,293.83,351.97,1333.22,411.11,1582.68
2485.05,30.5,48.6,1,443.15,290.45,346.9,1317.48,404.58,1563.97
2485.63,30.5,48.5,1,440.01,288.82,344.45,1309.89,401.44,1554.95
2486.21,30.5,48.5,1,440.54,289.1,344.86,1311.17,401.97,1556.47
2486.79,30.5,48.5,1,435.68,286.58,341.08,1299.43,397.11,1542.52
2487.37,30.5,48.5,1,428.86,283.05,335.78,1282.98,390.29,1522.97
2487.95,30.5,48.6,1,421.01,278.99,329.68,1264.03,382.44,1500.45
2488.54,30.5,48.6,1,412.63,274.65,323.16,1243.8,374.06,1476.4
2489.12,30.5,48.6,1,403.66,270,316.18,1222.15,365.09,1450.67
2489.7,30.5,48.6,1,394.8,265.42,309.29,1200.76,356.23,1425.25
2490.28,30.5,48.5,1,386.14,260.93,302.56,1179.86,347.57,1400.41
2490.86,30.5,48.5,1,377.78,256.6,296.05,1159.68,339.21,1376.42
2491.44,30.5,48.5,1,370.72,252.95,290.56,1142.65,332.15,1356.18
2492.02,30.5,48.5,1,366.14,250.57,287,1131.57,327.57,1343.02
2492.61,30.6,48.5,1,367.07,251.05,287.72,1133.81,328.49,1345.68
2493.19,30.6,48.5,1,376.05,255.71,294.7,1155.5,337.48,1371.45
2493.77,30.6,48.5,1,380.34,257.93,298.04,1165.86,341.77,1383.76
2494.35,30.6,48.5,1,374.29,254.8,293.34,1151.26,335.72,1366.42
2494.93,30.5,48.5,1,366.14,250.57,287,1131.57,327.57,1343.02
2495.51,30.5,48.5,1,355.53,245.08,278.75,1105.97,316.96,1312.59
2496.09,30.5,48.5,1,347.34,240.84,272.37,1086.19,308.76,1289.08
2496.67,30.5,48.5,1,343.07,238.63,269.06,1075.9,304.5,1276.85
2497.26,30.5,48.4,1,336.47,235.21,263.92,1059.95,297.9,1257.9
2497.84,30.5,48.4,1,336.47,235.21,263.92,1059.95,297.9,1257.9
2498.42,30.5,48.4,1,341.99,238.07,268.22,1073.29,303.42,1273.75
2499,30.5,48.4,1,336.47,235.21,263.92,1059.95,297.9,1257.9
2499.58,30.5,48.6,1,327.23,230.43,256.73,1037.65,288.65,1231.39
2500.17,30.5,48.6,1,318.71,226.02,250.11,1017.09,280.14,1206.95
2500.75,30.5,48.6,1,312.36,222.73,245.17,1001.76,273.79,1188.73
2505.39,30.5,48.6,1,282.96,207.51,222.3,930.79,244.39,1104.39
2505.97,30.5,48.6,1,276.8,204.32,217.51,915.93,238.23,1086.71
2506.55,30.5,48.6,1,273.64,202.69,215.06,908.31,235.07,1077.66
2507.13,30.5,48.6,1,265.53,198.48,208.75,888.73,226.96,1054.39
2507.71,30.5,48.6,1,258.79,195,203.51,872.47,220.22,1035.07
2508.29,30.5,48.6,1,253.59,192.3,199.46,859.91,215.02,1020.14
2508.87,30.5,48.6,1,251.83,191.39,198.09,855.66,213.26,1015.09
2509.45,30.5,48.6,1,251.83,191.39,198.09,855.66,213.26,1015.09
2510.03,30.5,48.6,1,250.05,190.47,196.71,851.37,211.48,1009.98
2510.61,30.5,48.6,1,248.26,189.54,195.31,847.04,209.69,1004.84
2511.19,30.5,48.6,1,248.26,189.54,195.31,847.04,209.69,1004.84
2511.77,30.5,48.6,1,242.78,186.71,191.05,833.82,204.21,989.13
2512.35,30.5,48.6,1,240.93,185.75,189.61,829.34,202.36,983.81
2512.93,30.5,48.6,1,239.05,184.78,188.15,824.82,200.48,978.43
2513.51,30.5,48.6,1,229.44,179.8,180.67,801.61,190.87,950.84
2514.09,30.5,48.6,1,225.47,177.74,177.59,792.03,186.9,939.46
2514.67,30.5,48.6,1,219.38,174.59,172.85,777.33,180.81,921.99
2515.24,30.5,48.6,1,215.23,172.44,169.62,767.3,176.65,910.07
2515.82,30.5,48.6,1,213.12,171.35,167.98,762.22,174.55,904.03
2516.4,30.5,48.6,1,206.68,168.02,162.98,746.68,168.11,885.57
2516.98,30.5,48.6,1,204.5,166.88,161.28,741.41,165.93,879.3
2517.56,30.5,48.6,1,202.29,165.74,159.56,736.08,163.72,872.96
2518.14,30.5,48.7,1,202.29,165.74,159.56,736.08,163.72,872.96
2518.72,30.5,48.7,1,197.81,163.42,156.08,725.27,159.24,860.12
2519.3,30.5,48.7,1,200.06,164.59,157.83,730.7,161.49,866.57
2519.88,30.5,48.7,1,190.93,159.86,150.73,708.66,152.36,840.38
2520.46,30.6,48.7,1,186.23,157.43,147.07,697.32,147.66,826.9
2521.04,30.6,48.7,1,181.44,154.95,143.34,685.75,142.87,813.15
2521.61,30.6,48.7,1,179.01,153.69,141.45,679.88,140.44,806.17
2522.19,30.6,48.7,1,179.01,153.69,141.45,679.88,140.44,806.17
2522.77,30.5,48.6,1,179.01,153.69,141.45,679.88,140.44,806.17
2523.35,30.5,48.6,1,183.85,156.19,145.22,691.56,145.28,820.06
2523.93,30.5,48.6,1,188.59,158.65,148.91,703.02,150.02,833.67
2524.51,30.5,48.6,1,188.59,158.65,148.91,703.02,150.02,833.67
2525.09,30.6,48.6,1,188.59,158.65,148.91,703.02,150.02,833.67
2525.67,30.6,48.6,1,183.85,156.19,145.22,691.56,145.28,820.06
2526.25,30.6,48.6,1,183.85,156.19,145.22,691.56,145.28,820.06
2526.82,30.6,48.6,1,186.23,157.43,147.07,697.32,147.66,826.9
2527.4,30.6,48.7,1,190.93,159.86,150.73,708.66,152.36,840.38
2527.98,30.6,48.7,1,188.59,158.65,148.91,703.02,150.02,833.67
2528.56,30.6,48.7,1,190.93,159.86,150.73,708.66,152.36,840.38
2529.14,30.6,48.7,1,193.25,161.06,152.53,714.25,154.68,847.02
2529.72,30.6,48.6,1,200.06,164.59,157.83,730.7,161.49,866.57
2530.3,30.6,48.6,1,208.85,169.14,164.66,751.91,170.28,891.78
2535,30.6,48.6,1,200.06,164.59,157.83,730.7,161.49,866.57
2540,30.6,48.7,1,193.25,161.06,152.53,714.25,154.68,847.02
2545,30.6,48.7,1,190.93,159.86,150.73,708.66,152.36,840.38
2550,30.6,48.7,1,188.59,158.65,148.91,703.02,150.02,833.67
2555,30.6,48.75,1,184.025,156.285,145.36,692,145.455,820.575
2560,30.6,48.78,1,180.352,154.383,142.504,683.137,141.782,810.041
2565,30.6,48.81,1,176.679,152.481,139.648,674.274,138.109,799.507
2570,30.6,48.84,1,173.006,150.579,136.792,665.411,134.436,788.973
2575,30.6,48.87,1,169.333,148.677,133.936,656.548,130.763,778.439
2580,30.6,48.9,1,165.66,146.775,131.08,647.685,127.09,767.905
2585,30.6,48.93,1,161.987,144.873,128.224,638.822,123.417,757.371
2590,30.6,48.96,1,158.314,142.971,125.368,629.959,119.744,746.837
2595,30.6,48.99,1,154.641,141.069,122.512,621.096,116.071,736.303
2600,30.6,49.02,1,150.968,139.167,119.656,612.233,112.398,725.769
2605,30.6,49.05,1,147.295,137.265,116.8,603.37,108.725,715.235
2610,30.6,49.08,1,143.622,135.363,113.944,594.507,105.052,704.701
2615,30.6,49.11,1,139.949,133.461,111.088,585.644,101.379,694.167
2620,30.6,49.14,1,136.276,131.559,108.232,576.781,97.706,683.633
2625,30.6,49.17,1,132.603,129.657,105.376,567.918,94.033,673.099
2630,30.6,49.2,1,128.93,127.755,102.52,559.055,90.36,662.565
2635,30.6,49.23,1,125.257,125.853,99.664,550.192,86.687,652.031
2640,30.6,49.26,1,121.584,123.951,96.808,541.329,83.014,641.497
2645,30.6,49.29,1,117.911,122.049,93.952,532.466,79.341,630.963
2650,30.6,49.32,1,114.238,120.147,91.096,523.603,75.668,620.429
2655,30.6,49.35,1,110.565,118.245,88.24,514.74,71.995,609.895
2660,30.6,49.38,1,106.892,116.343,85.384,505.877,68.322,599.361
2665,30.6,49.41,1,103.219,114.441,82.528,497.014,64.649,588.827
2670,30.6,49.44,1,99.546,112.539,79.672,488.151,60.976,578.293
2675,30.6,49.47,1,95.873,110.637,76.816,479.288,57.303,567.759
2680,30.6,49.5,1,92.2,108.735,73.96,470.425,53.63,557.225
2685,30.6,49.53,1,88.527,106.833,71.104,461.562,49.957,546.691
